Entrée,partie du discours,Terme relié,partie du discours,relation
modéliser,VV,modélisation,NN,DRV
modéliser,VV,simuler,VV,QSYN
monde,NN,terre,NN,QSYN
monde,NN,planète,NN,QSYN
monde,NN,globe,NN,QSYN
monde,NN,mondial,JJ,DRV
mondial,JJ,planétaire,JJ,QSYN
mondial,JJ,local,JJ,ANTI
mondial,JJ,monde,NN,DRV
mondial,JJ,global,JJ,QSYN
moto,NN,véhicule,NN,HYP
méthane,NN,gaz,NN,HYP
méthane,NN,ch4,NN,QSYN
métro,NN,autobus,NN,QSYN
métro,NN,train,NN,QSYN
métro,NN,tramway,NN,QSYN
météorologique,JJ,climatique,JJ,QSYN
nature,NN,naturel,JJ,DRV
nature,NN,homme,NN,ANTI
naturel,JJ,humain,JJ,ANTI
naturel,JJ,anthropique,JJ,ANTI
naturel,JJ,nature,NN,DRV
navette,NN,transport,NN,QSYN
navette,NN,déplacement,NN,QSYN
navette,NN,véhicule,NN,QSYN
neige,NN,pluie,NN,QSYN
neige,NN,glace,NN,QSYN
neigeux,JJ,neige,NN,DRV
nocif,JJ,néfaste,JJ,QSYN
océan,NN,mer,NN,QSYN
océanique,JJ,océan,NN,DRV
océanique,JJ,marin,JJ,QSYN
orage,NN,ouragan,NN,QSYN
orage,NN,pluie,NN,QSYN
orage,NN,tempête,NN,HYP
orage,NN,tornade,NN,QSYN
orage,NN,phénomène,NN,HYP
organique,JJ,biologique,JJ,QSYN
organique,JJ,biodégradable,JJ,QSYN
ouragan,NN,tempête,NN,QSYN
ouragan,NN,orage,NN,QSYN
ouragan,NN,événement,NN,HYP
ouragan,NN,catastrophe,NN,HYP
ouragan,NN,cyclone,NN,QSYN
ouragan,NN,tornade,NN,QSYN
oxygène,NN,o2,NN,QSYN
oxygène,NN,gaz,NN,HYP
ozone,NN,o3,NN,QSYN
ozone,NN,gaz,NN,HYP
parc,NN,flotte,NN,QSYN
parcourir,VV,rouler,VV,QSYN
parcourir,VV,circuler,VV,QSYN
parcourir,VV,parcours,NN,DRV
parcours,NN,parcourir,VV,DRV
parcours,NN,distance,NN,QSYN
parcours,NN,voyage,NN,QSYN
parcours,NN,déplacement,NN,QSYN
parcours,NN,trajet,NN,QSYN
passager,NN,conducteur,NN,ANTI
pergélisol,NN,permafrost,NN,QSYN
perte,NN,disparition,NN,QSYN
perte,NN,raréfaction,NN,QSYN
perte,NN,extinction,NN,QSYN
perturbation,NN,forçage,NN,QSYN
perturbation,NN,stress,NN,QSYN
perturbation,NN,altération,NN,QSYN
perturbation,NN,changement,NN,QSYN
perturbation,NN,perturber,VV,DRV
perturbation,NN,dérèglement,NN,QSYN
perturbation,NN,fluctuation,NN,QSYN
perturber,VV,bouleverser,VV,QSYN
perturber,VV,altérer,VV,QSYN
perturber,VV,stabiliser,VV,ANTI
perturber,VV,perturbation,NN,DRV
perturber,VV,changer,VV,QSYN
perturber,VV,dérégler,VV,QSYN
photovoltaïque,JJ,solaire,JJ,QSYN
photovoltaïque,JJ,pv,JJ,QSYN
phénomène,NN,événement,NN,QSYN
piscicole,JJ,pisciculture,NN,DRV
pisciculture,NN,aquaculture,NN,HYP
pisciculture,NN,élevage,NN,HYP
pisciculture,NN,agriculture,NN,QSYN
pisciculture,NN,pêche,NN,QSYN
pisciculture,NN,piscicole,JJ,DRV
piégeage,NN,libération,NN,ANTI
piégeage,NN,stockage,NN,QSYN
piégeage,NN,fixation,NN,QSYN
piégeage,NN,piéger,VV,DRV
piégeage,NN,séquestration,NN,QSYN
piéger,VV,séquestrer,VV,QSYN
piéger,VV,absorber,VV,QSYN
piéger,VV,piégeage,NN,DRV
piéger,VV,capturer,VV,QSYN
piéger,VV,emprisonner,VV,QSYN
piéger,VV,libérer,VV,ANTI
plage,NN,écosystème,NN,HYP
plantation,NN,boisement,NN,QSYN
plantation,NN,planter,VV,DRV
plantation,NN,culture,NN,QSYN
plantation,NN,reboisement,NN,QSYN
plantation,NN,régénération,NN,QSYN
plante,NN,végétal,NN,HYP
plante,NN,animal,NN,ANTI
plante,NN,arbre,NN,QSYN
planter,VV,boiser,VV,QSYN
planter,VV,plantation,NN,DRV
planter,VV,reboiser,VV,QSYN
planter,VV,cultiver,VV,QSYN
planète,NN,monde,NN,QSYN
planète,NN,globe,NN,QSYN
planète,NN,terre,NN,QSYN
planète,NN,planétaire,JJ,DRV
planétaire,JJ,régional,JJ,ANTI
planétaire,JJ,local,JJ,ANTI
planétaire,JJ,global,JJ,QSYN
planétaire,JJ,planète,NN,DRV
planétaire,JJ,mondial,JJ,QSYN
plein,NN,recharge,NN,QSYN
plein,NN,charge,NN,QSYN
pluie,NN,mousson,NN,HYP
pluie,NN,pleuvoir,VV,DRV
pluie,NN,orage,NN,QSYN
pluviosité,NN,pluie,NN,QSYN
polaire,JJ,tropical,JJ,ANTI
polaire,JJ,pôle,NN,DRV
polluant,JJ,toxique,JJ,QSYN
polluant,JJ,environnemental,JJ,ANTI
polluant,JJ,vert,JJ,ANTI
polluant,JJ,propre,JJ,ANTI
polluant,JJ,écologique,JJ,ANTI
polluant,NN,pollueur,NN,QSYN
polluant,NN,gaz,NN,HYP
polluer,VV,pollution,NN,DRV
polluer,VV,dépolluer,VV,ANTI
polluer,VV,contaminer,VV,QSYN
pollueur,NN,polluant,NN,QSYN
pollution,NN,polluer,VV,DRV
pollution,NN,dépollution,NN,ANTI
population,NN,communauté,NN,QSYN
poussière,NN,particule,NN,QSYN
produit,NN,sous-produit,NN,HYP
produit,NN,bien,NN,QSYN
propre,JJ,vert,JJ,QSYN
propre,JJ,polluant,JJ,ANTI
propre,JJ,rationnel,JJ,QSYN
propre,JJ,environnemental,JJ,QSYN
propre,JJ,écologique,JJ,QSYN
propulser,VV,propulsion,NN,DRV
propulsion,NN,propulser,VV,DRV
protection,NN,conservation,NN,QSYN
protection,NN,protéger,VV,DRV
protection,NN,préservation,NN,QSYN
protéger,VV,préserver,VV,QSYN
protéger,VV,conserver,VV,QSYN
prédire,VV,prédiction,NN,DRV
prédire,VV,prévoir,VV,QSYN
prédire,VV,dévoiler,VV,QSYN
préservation,NN,préserver,VV,DRV
préservation,NN,conservation,NN,QSYN
préservation,NN,protection,NN,QSYN
préserver,VV,protéger,VV,QSYN
préserver,VV,conserver,VV,QSYN
préserver,VV,préservation,NN,DRV
prévision,NN,prévoir,VV,DRV
prévoir,VV,prévision,NN,DRV
prévoir,VV,prédire,VV,QSYN
public,JJ,collectif,JJ,QSYN
puits,NN,réservoir,NN,HYP
pénurie,NN,raréfaction,NN,QSYN
pétrole,NN,hydrocarbure,NN,HYP
pétrole,NN,gaz,NN,QSYN
pétrole,NN,combustible,NN,HYP
pétrole,NN,charbon,NN,QSYN
pétrole,NN,pétrolier,JJ,DRV
pétrolier,JJ,gazier,JJ,QSYN
pôle,NN,tropique,NN,ANTI
pôle,NN,polaire,JJ,DRV
rail,NN,infrastructure,NN,HYP
rail,NN,voie,NN,QSYN
ralentir,VV,ralentissement,NN,DRV
ralentir,VV,accélérer,VV,ANTI
ralentissement,NN,ralentir,VV,DRV
ralentissement,NN,accélération,NN,ANTI
ramassage,NN,collecte,NN,QSYN
ramassage,NN,ramasser,VV,DRV
ramasser,VV,ramassage,NN,DRV
raréfaction,NN,raréfier,VV,DRV
raréfaction,NN,diminution,NN,QSYN
raréfaction,NN,pénurie,NN,QSYN
raréfaction,NN,appauvrissement,NN,QSYN
raréfaction,NN,perte,NN,QSYN
raréfier,VV,appauvrir,VV,QSYN
raréfier,VV,raréfaction,NN,DRV
rationnel,JJ,durable,JJ,QSYN
rationnel,JJ,propre,JJ,QSYN
rayonnement,NN,radiation,NN,QSYN
reboisement,NN,boisement,NN,QSYN
reboisement,NN,reforestation,NN,QSYN
reboisement,NN,déboisement,NN,ANTI
reboisement,NN,régénération,NN,QSYN
reboisement,NN,reboiser,VV,DRV
reboisement,NN,plantation,NN,QSYN
reboiser,VV,reboisement,NN,DRV
reboiser,VV,boiser,VV,QSYN
reboiser,VV,planter,VV,QSYN
reboiser,VV,régénérer,VV,QSYN
recharge,NN,recharger,VV,DRV
recharge,NN,alimentation,NN,QSYN
recharge,NN,plein,NN,QSYN
recharger,VV,recharge,NN,DRV
recharger,VV,charger,VV,QSYN
recharger,VV,décharger,VV,ANTI
recul,NN,fonte,NN,QSYN
recul,NN,reculer,VV,DRV
recul,NN,dégel,NN,QSYN
reculer,VV,fondre,VV,QSYN
reculer,VV,recul,NN,DRV
recyclable,JJ,jetable,JJ,ANTI
recyclage,NN,valorisation,NN,QSYN
recyclage,NN,réemploi,NN,QSYN
recyclage,NN,recycler,VV,DRV
recyclage,NN,récupération,NN,QSYN
recycler,VV,récupérer,VV,QSYN
recycler,VV,jeter,VV,ANTI
recycler,VV,recyclage,NN,DRV
recycler,VV,éliminer,VV,ANTI
recycler,VV,réutiliser,VV,QSYN
recycler,VV,valoriser,VV,QSYN
refroidir,VV,changer,VV,QSYN
refroidir,VV,réchauffer,VV,ANTI
refroidir,VV,refroidissement,NN,DRV
refroidissement,NN,réchauffement,NN,ANTI
refroidissement,NN,changement,NN,QSYN
refroidissement,NN,refroidir,VV,DRV
renforcer,VV,diminuer,VV,ANTI
renforcer,VV,atténuer,VV,ANTI
renouvelable,JJ,inépuisable,JJ,QSYN
renouvelable,JJ,fossile,JJ,ANTI
reproduire,VV,simuler,VV,QSYN
ressource,NN,richesse,NN,QSYN
route,NN,infrastructure,NN,HYP
route,NN,routier,JJ,DRV
route,NN,autoroute,NN,HYP
routier,JJ,ferroviaire,JJ,QSYN
routier,JJ,route,NN,DRV
réchauffement,NN,réchauffer,VV,DRV
réchauffement,NN,refroidissement,NN,ANTI
réchauffement,NN,changement,NN,QSYN
réchauffer,VV,réchauffement,NN,DRV
réchauffer,VV,refroidir,VV,ANTI
réchauffer,VV,changer,VV,QSYN
récupération,NN,récupérer,VV,DRV
récupération,NN,élimination,NN,ANTI
récupérer,VV,valoriser,VV,QSYN
récupérer,VV,réutiliser,VV,QSYN
récupérer,VV,récupération,NN,DRV
récupérer,VV,éliminer,VV,ANTI
réduction,NN,diminution,NN,QSYN
réduction,NN,réduire,VV,DRV
réduire,VV,réduction,NN,DRV
réduire,VV,limiter,VV,QSYN
réduire,VV,diminuer,VV,QSYN
réemploi,NN,recyclage,NN,QSYN
réemploi,NN,valorisation,NN,QSYN
réemploi,NN,réutilisation,NN,QSYN
réfléchir,VV,absorber,VV,ANTI
région,NN,pays,NN,QSYN
région,NN,zone,NN,QSYN
région,NN,régional,JJ,DRV
régional,JJ,global,JJ,ANTI
régional,JJ,mondial,JJ,ANTI
régional,JJ,planétaire,JJ,ANTI
régional,JJ,local,JJ,QSYN
régénération,NN,reboisement,NN,QSYN
régénération,NN,régénérer,VV,DRV
régénérer,VV,régénération,NN,DRV
régénérer,VV,reboiser,VV,QSYN
répercussion,NN,effet,NN,QSYN
répercussion,NN,impact,NN,QSYN
répercussion,NN,influence,NN,QSYN
répercussion,NN,rétroaction,NN,QSYN
répercussion,NN,empreinte,NN,QSYN
répercussion,NN,incidence,NN,QSYN
répercussion,NN,conséquence,NN,QSYN
réserve,NN,gisement,NN,QSYN
réservoir,NN,barrage,NN,QSYN
rétroaction,NN,impact,NN,QSYN
rétroaction,NN,répercussion,NN,QSYN
rétroaction,NN,effet,NN,QSYN
réutilisable,JJ,jetable,JJ,ANTI
réutilisable,JJ,recyclable,JJ,QSYN
réutilisation,NN,réemploi,NN,QSYN
réutilisation,NN,réutiliser,VV,DRV
réutilisation,NN,recyclage,NN,QSYN
réutilisation,NN,valorisation,NN,QSYN
réutiliser,VV,recycler,VV,QSYN
réutiliser,VV,réutilisation,NN,DRV
réutiliser,VV,récupérer,VV,QSYN
réutiliser,VV,valoriser,VV,QSYN
saisonnier,JJ,saison,NN,DRV
salinité,NN,salin,JJ,DRV
scénario,NN,simulation,NN,QSYN
scénario,NN,modèle,NN,QSYN
sensibilité,NN,vulnérabilité,NN,QSYN
sensibilité,NN,sensible,JJ,DRV
sensible,JJ,fragile,JJ,QSYN
sensible,JJ,vulnérable,JJ,QSYN
simulation,NN,simuler,VV,DRV
simuler,VV,reproduire,VV,QSYN
simuler,VV,modéliser,VV,QSYN
simuler,VV,simulation,NN,DRV
sol,NN,sous-sol,NN,QSYN
solaire,JJ,thermique,JJ,QSYN
soufre,NN,gaz,NN,HYP
sous-sol,NN,sol,NN,QSYN
stabilisation,NN,stabiliser,VV,DRV
stabiliser,VV,déstabiliser,VV,ANTI
stabiliser,VV,perturber,VV,ANTI
stabiliser,VV,stabilisation,NN,DRV
stable,JJ,variable,JJ,ANTI
station,NN,infrastructure,NN,HYP
station,NN,borne,NN,QSYN
stationnement,NN,parking,NN,QSYN
stationnement,NN,infrastructure,NN,HYP
stationnement,NN,arrêt,NN,QSYN
stockage,NN,séquestration,NN,QSYN
stockage,NN,piégeage,NN,QSYN
stockage,NN,charge,NN,QSYN
stockage,NN,stocker,VV,DRV
stockage,NN,capture,NN,QSYN
stocker,VV,piéger,VV,QSYN
stocker,VV,emmagasiner,VV,QSYN
stocker,VV,charger,VV,QSYN
stocker,VV,stockage,NN,DRV
stocker,VV,capturer,VV,QSYN
stratosphère,NN,stratosphérique,JJ,DRV
stratosphère,NN,troposphère,NN,QSYN
stratosphérique,JJ,stratosphère,NN,DRV
stratosphérique,JJ,atmosphérique,JJ,QSYN
stress,NN,perturbation,NN,QSYN
substance,NN,matière,NN,QSYN
surconsommation,NN,consommation,NN,QSYN
surconsommation,NN,gaspillage,NN,QSYN
surexploitation,NN,exploitation,NN,QSYN
surexploitation,NN,surexploiter,VV,DRV
surexploiter,VV,surexploitation,NN,DRV
surexploiter,VV,exploiter,VV,QSYN
sécheresse,NN,dégradation,NN,QSYN
sécheresse,NN,phénomène,NN,HYP
sécheresse,NN,érosion,NN,QSYN
sécheresse,NN,inondation,NN,ANTI
sécheresse,NN,désertification,NN,QSYN
sédiment,NN,sédimentaire,JJ,DRV
séisme,NN,tempête,NN,QSYN
séisme,NN,sismique,JJ,DRV
séisme,NN,phénomène,NN,HYP
séisme,NN,événement,NN,HYP
séisme,NN,tsunami,NN,QSYN
séisme,NN,catastrophe,NN,HYP
séquestration,NN,stockage,NN,QSYN
séquestration,NN,séquestrer,VV,DRV
séquestration,NN,fixation,NN,QSYN
séquestration,NN,piégeage,NN,QSYN
séquestration,NN,capture,NN,QSYN
tempête,NN,ouragan,NN,QSYN
tempête,NN,cyclone,NN,QSYN
tempête,NN,séisme,NN,QSYN
tempête,NN,tornade,NN,HYP
terre,NN,mer,NN,ANTI
terre,NN,écosystème,NN,HYP
terre,NN,eau,NN,ANTI
terre,NN,soleil,NN,ANTI
terre,NN,monde,NN,QSYN
terre,NN,atmosphère,NN,ANTI
terre,NN,planète,NN,HYP
terre,NN,globe,NN,QSYN
terre,NN,terrestre,JJ,DRV
terrestre,JJ,aquatique,JJ,ANTI
terrestre,JJ,lacustre,JJ,ANTI
terrestre,JJ,terre,NN,DRV
terrestre,JJ,marin,JJ,ANTI
thermique,JJ,marin,JJ,QSYN
thermique,JJ,solaire,JJ,QSYN
tornade,NN,ouragan,NN,QSYN
tornade,NN,cyclone,NN,QSYN
tornade,NN,événement,NN,HYP
tornade,NN,catastrophe,NN,HYP
tornade,NN,orage,NN,QSYN
tornade,NN,tempête,NN,HYP
toundra,NN,écosystème,NN,HYP
toundra,NN,biome,NN,HYP
tourbeux,JJ,humide,JJ,QSYN
tourbière,NN,marécage,NN,QSYN
tourbière,NN,marais,NN,QSYN
tourbière,NN,milieu,NN,HYP
toxique,JJ,nocif,JJ,QSYN
toxique,JJ,polluant,JJ,QSYN
train,NN,tramway,NN,QSYN
train,NN,autobus,NN,QSYN
train,NN,tgv,NN,HYP
train,NN,métro,NN,QSYN
traitement,NN,traiter,VV,DRV
traitement,NN,conditionnement,NN,QSYN
traiter,VV,conditionner,VV,QSYN
traiter,VV,traitement,NN,DRV
trajet,NN,distance,NN,QSYN
trajet,NN,itinéraire,NN,QSYN
trajet,NN,ligne,NN,QSYN
trajet,NN,parcours,NN,QSYN
trajet,NN,voyage,NN,QSYN
trajet,NN,déplacement,NN,QSYN
tramway,NN,train,NN,QSYN
tramway,NN,métro,NN,QSYN
tramway,NN,véhicule,NN,HYP
tramway,NN,autobus,NN,QSYN
transformation,NN,conversion,NN,QSYN
transformation,NN,traitement,NN,QSYN
transformation,NN,transformer,VV,DRV
transformer,VV,traiter,VV,QSYN
transformer,VV,transformation,NN,DRV
transformer,VV,convertir,VV,QSYN
transport,NN,déplacement,NN,ANTI
transporter,VV,transport,NN,DRV
transporter,VV,déplacer,VV,ANTI
tri,NN,trier,VV,DRV
trier,VV,tri,NN,DRV
tropical,JJ,subtropical,JJ,QSYN
troposphère,NN,stratosphère,NN,QSYN
tsunami,NN,événement,NN,HYP
tsunami,NN,catastrophe,NN,HYP
tsunami,NN,séisme,NN,QSYN
tsunami,NN,phénomène,NN,HYP
urbain,JJ,rural,JJ,ANTI
urbain,JJ,ville,NN,DRV
urbanisation,NN,industrialisation,NN,QSYN
urbanisation,NN,urbaniser,VV,DRV
urbanisation,NN,développement,NN,QSYN
utilitaire,NN,véhicule,NN,HYP
vague,NN,houle,NN,QSYN
valorisation,NN,valoriser,VV,DRV
valorisation,NN,recyclage,NN,QSYN
valorisation,NN,réemploi,NN,QSYN
valorisation,NN,réutilisation,NN,QSYN
valorisation,NN,récupération,NN,QSYN
valoriser,VV,récupérer,VV,QSYN
valoriser,VV,réutiliser,VV,QSYN
valoriser,VV,valorisation,NN,DRV
valoriser,VV,recycler,VV,QSYN
variabilité,NN,changement,NN,QSYN
variable,JJ,variabilité,NN,DRV
variable,JJ,stable,JJ,ANTI
variation,NN,dérèglement,NN,QSYN
variation,NN,changement,NN,QSYN
variation,NN,fluctuation,NN,QSYN
variation,NN,varier,VV,DRV
varier,VV,changer,VV,QSYN
varier,VV,variation,NN,DRV
vent,NN,éolien,JJ,DRV
verre,NN,plastique,NN,QSYN
verre,NN,matière,NN,HYP
verre,NN,papier,NN,QSYN
vert,JJ,polluant,JJ,ANTI
vert,JJ,environnemental,JJ,QSYN
vert,JJ,propre,JJ,QSYN
vert,JJ,écologique,JJ,QSYN
vie,NN,vivant,NN,QSYN
violent,JJ,intense,JJ,QSYN
violent,JJ,violence,NN,DRV
violent,JJ,grave,JJ,QSYN
voie,NN,infrastructure,NN,HYP
voie,NN,rail,NN,QSYN
voiture,NN,véhicule,NN,HYP
voiture,NN,automobile,NN,QSYN
volcan,NN,volcanique,JJ,DRV
volcanique,JJ,volcan,NN,DRV
voyage,NN,voyager,VV,DRV
voyage,NN,trajet,NN,QSYN
voyage,NN,déplacement,NN,QSYN
voyage,NN,parcours,NN,QSYN
voyager,VV,déplacer,VV,QSYN
voyager,VV,voyage,NN,DRV
voyageur,NN,utilisateur,NN,QSYN
vulnérabilité,NN,sensibilité,NN,QSYN
vulnérabilité,NN,vulnérable,JJ,DRV
vulnérable,JJ,vulnérabilité,NN,DRV
vulnérable,JJ,sensible,JJ,QSYN
vulnérable,JJ,fragile,JJ,QSYN
végétal,NN,arbre,NN,HYP
végétal,NN,plante,NN,HYP
végétal,JJ,animal,JJ,ANTI
végétation,NN,flore,NN,QSYN
véhicule,NN,moto,NN,HYP
véhicule,NN,voiture,NN,HYP
véhicule,NN,autobus,NN,HYP
véhicule,NN,tramway,NN,HYP
véhicule,NN,navette,NN,HYP
véhicule,NN,camion,NN,HYP
véhicule,NN,train,NN,HYP
véhicule,NN,automobile,NN,HYP
véhicule,NN,utilitaire,NN,HYP
zone,NN,région,NN,QSYN
zone,NN,milieu,NN,QSYN
écologie,NN,météorologie,NN,QSYN
écologie,NN,écologique,JJ,DRV
écologie,NN,climatologie,NN,QSYN
écologique,JJ,propre,JJ,QSYN
écologique,JJ,écolo,JJ,QSYN
écologique,JJ,vert,JJ,QSYN
écologique,JJ,environnemental,JJ,QSYN
écologique,JJ,polluant,JJ,ANTI
écologique,JJ,biotique,JJ,QSYN
écologiste,JJ,environnementaliste,JJ,QSYN
écosystème,NN,mangrove,NN,HYP
écosystème,NN,biome,NN,QSYN
écosystème,NN,delta,NN,HYP
écosystème,NN,toundra,NN,HYP
écosystème,NN,environnement,NN,QSYN
écosystème,NN,marais,NN,HYP
écosystème,NN,biosphère,NN,QSYN
écosystème,NN,forêt,NN,HYP
écosystème,NN,terre,NN,HYP
écosystème,NN,plage,NN,HYP
électricité,NN,électrique,JJ,DRV
électricité,NN,courant,NN,QSYN
électricité,NN,énergie,NN,QSYN
électricité,NN,hydroélectricité,NN,HYP
électrique,JJ,électricité,NN,DRV
élevage,NN,aquaculture,NN,HYP
élevage,NN,culture,NN,QSYN
élevage,NN,pisciculture,NN,HYP
élevage,NN,agriculture,NN,HYP
élevage,NN,pêche,NN,QSYN
élevage,NN,activité,NN,HYP
élevage,NN,élever,VV,DRV
élever,VV,augmenter,VV,QSYN
élever,VV,élévation,NN,DRV
élever,VV,réchauffer,VV,QSYN
élever,VV,baisser,VV,ANTI
éleveur,NN,apiculteur,NN,QSYN
éleveur,NN,cultivateur,NN,QSYN
éleveur,NN,sylviculteur,NN,QSYN
éleveur,NN,agriculteur,NN,HYP
éleveur,NN,pêcheur,NN,QSYN
élimination,NN,réemploi,NN,ANTI
élimination,NN,récupération,NN,ANTI
élimination,NN,éliminer,VV,DRV
éliminer,VV,récupérer,VV,ANTI
éliminer,VV,élimination,NN,DRV
éliminer,VV,enfouir,VV,QSYN
éliminer,VV,jeter,VV,QSYN
éliminer,VV,recycler,VV,ANTI
élévation,NN,augmentation,NN,QSYN
élévation,NN,élever,VV,DRV
élévation,NN,réchauffement,NN,QSYN
élévation,NN,baisse,NN,ANTI
élévation,NN,diminution,NN,ANTI
élévation,NN,hausse,NN,QSYN
émettre,VV,injecter,VV,QSYN
émettre,VV,libérer,VV,QSYN
émettre,VV,absorber,VV,ANTI
émettre,VV,produire,VV,QSYN
émettre,VV,émission,NN,DRV
émission,NN,émettre,VV,DRV
émission,NN,libération,NN,QSYN
émission,NN,absorption,NN,ANTI
énergie,NN,chaleur,NN,QSYN
énergie,NN,électricité,NN,QSYN
énergie,NN,énergétique,JJ,DRV
énergie,NN,bioénergie,NN,HYP
énergétique,JJ,énergie,NN,DRV
éolien,JJ,vent,NN,DRV
éroder,VV,érosion,NN,DRV
érosion,NN,sécheresse,NN,QSYN
érosion,NN,catastrophe,NN,QSYN
érosion,NN,désertification,NN,QSYN
érosion,NN,éroder,VV,DRV
érosion,NN,dégradation,NN,QSYN
éteindre,VV,extinction,NN,DRV
éteindre,VV,disparaître,VV,QSYN
éthanol,NN,biocarburant,NN,HYP
éthanol,NN,alcool,NN,HYP
éthanol,NN,biodiesel,NN,QSYN
éthanol,NN,biogaz,NN,QSYN
éthanol,NN,bioéthanol,NN,QSYN
éthanol,NN,carburant,NN,HYP
évaporation,NN,évaporer,VV,DRV
évaporation,NN,évapotranspiration,NN,QSYN
évaporer,VV,évaporation,NN,DRV
évapotranspiration,NN,évaporation,NN,QSYN
évoluer,VV,changer,VV,QSYN
évoluer,VV,modifier,VV,QSYN
évoluer,VV,évolution,NN,DRV
événement,NN,cyclone,NN,HYP
événement,NN,feu,NN,HYP
événement,NN,phénomène,NN,QSYN
événement,NN,catastrophe,NN,HYP
événement,NN,ouragan,NN,HYP
événement,NN,incendie,NN,HYP
événement,NN,séisme,NN,HYP
événement,NN,tempête,NN,HYP
